Name,Cost,Cuisine,Featured_in,Hours,Votes,Rating,Location,Type,View_menu,Book_table,Outlets,Delivery,Call
Cafe Vishala,800,2, ,"8:30am – 6:30pm, 8pm – 10pm (Mon, Wed, Thu, Fri...",106,3.9,Kanakapura Road,1,1,0,1,0,0
Cafe Vivacity,650,1,1,11am – 11pm (Mon-Sun),81,3.8,Banashankari,1,1,1, ,0,1
Cafe Zone,300,3, ,1:30pm – 11pm (Mon-Sun),142,3.9,Kumaraswamy Layout,1,1,1, ,0,1
Cafe Zzo,350,2, ,10am – 10pm (Mon-Sun),34,3.7,International Airport,1,1,0, ,0,1
Cafeidly,200,1, ,8am – 2pm (Mon-Sun),10,3.6,Jeevan Bhima Nagar,1,1,1, ,0,1
Cafemoto,800,2, ,"11am – 11pm (Mon-Fri),11am – 12midnight (Sat-Sun)",194,4.1,Koramangala 5th Block,1,1,1, ,0,1
Cafesta,550,3,1,"10:30am – 10:45pm (Mon, Wed, Thu, Fri), 10am –...",396,4.3,"Ascendas Park Square, Whitefield",2,1,1, ,0,1
Caffair - An Affair With Food,300,2, ,9am – 10pm (Mon-Sun),6,3.1,Jalahalli,1,0,0, ,0,0
Caffè Delicia,400,2, ,12noon – 12midnight (Mon-Sun),5,3.3,Hebbal,1,1,0, ,0,1
Caffe Maven,300,2, ,11am – 10pm (Mon-Sun),23,3.7,Residency Road, ,1,1, ,0,1
Caffe Pascucci,950,6,1,8:30am – 11:30pm (Mon-Sun),681,4,HSR,1,1,1,1,0,1
Cake 24x7,450,2,1,11am – 11pm (Mon-Sun),9,3.2,Whitefield, ,1,1, ,0,1
Cake Art,400,1, ,7am – 9pm (Mon-Sun),26,2.9,JP Nagar,2,1,0,1,0,1
Cake Box,200,2, ,"11am – 11pm (Mon-Thu),11am – 12midnight...",75,3.6,Koramangala 8th Block,1,1,1,2,0,1
Cake Cafe,250,2, ,10:30am – 10:30pm (Mon-Sun),140,4,HSR,1,1,1, ,0,1
Cake Delights,500,2,1,7am – 2am (Mon-Sun),10,3.4,Sarjapur Road,1,1,1, ,0,1
Cake Gallery,300,1, ,10am – 10:30pm (Mon-Sun),19,3.5,Yeshwantpur,1,1,1, ,0,1
Cake Genie,300,2, ,9:30am – 9:30pm (Mon-Sun),147,3.9,Indiranagar,1,1,0, ,0,1
Cake House - Story Cafe,650,2, ,10am – 10pm (Mon-Sun),72,3.8,Kalyan Nagar,1,1,0, ,0,1
Cake Menu,250,1,1,9am – 10:30pm (Mon-Sun),20,3.1,Electronic City,1,1,1,3,0,1
Cake Mile- The Pastry Stop,300,2, ,9am – 11pm (Mon-Sun),40,3.7,Yelahanka,1,1,1, ,0,1
Cake of the Day,150,1, ,8:30am – 10pm (Mon-Sun),69,3.6,Banashankari,2,1,0,6,0,1
Cake Town Cafe,500,3, ,"9:30am – 9:45pm (Mon-Sat),9:30am – 9:30pm (Sun)",55,3.9,Sarjapur Road,1,1,1, ,0,1
Cake Yard,150,1, ,8am – 10pm (Mon-Sun),29,3.4,Basavanagudi,1,1,1,2,0,1
Cake-O-Mania,300,2, ,11am – 8pm (Mon-Sun),5,3.3,Bannerghatta Road,1,1,1, ,0,1
CakeBerries,200,2, ,10am – 10pm (Mon-Sun),10,3.6,Old Airport Road,1,0,0, ,0,1
Cakebuy,200,2,1,"9am – 2:30pm, 4:30pm – 9:30pm (Mon-Sun)",56,3.8,Bannerghatta Road,1,1,1, ,0,1
Cakeport,400,1, ,10am – 10pm (Mon-Sun),20,3.4,Jayanagar,1,1,0,2,0,1
Cakes & Slices,300,2, ,10:30am – 10:30pm (Mon-Sun),12,3.5,Banashankari,1,1,0, ,0,1
Cakes and Moulds,300,2, ,9am – 9pm (Mon-Sun),18,3.6,Koramangala 1st Block,1,1,0, ,0,1
Cakesta,300,2,1,10am – 10:30pm (Mon-Sun),103,4.1,"Ascendas Park Square, Whitefield",1,1,1, ,0,1
Cakewala,350,2, ,8am – 10:30pm (Mon-Sun),165,4.3,HSR,1,1,1,3,0,1
CakeWalk,500,2,1,9am – 10pm (Mon-Sun),518,4.1,Indiranagar,1,1,0,1,0,1
CakeZone,400,2, ,7am – 12midnight (Mon-Sun),630,4.2,Indiranagar,1,1,0,9,0,1
Calcutta Cafe,350,3, ,"4:32pm – 11pm (Mon),11am – 11pm (Tue-Sun)",25,3.5,Kumaraswamy Layout,1,1,1, ,0,1
Calcutta Chats,150,1, ,10am – 10pm (Mon-Sun),11,3.5,Vasanth Nagar,1,1,0, ,0,1
Calcutta Diaries,400,3, ,12noon – 11pm (Mon-Sun),117,3.5,Rammurthy Nagar,1,1,0, ,0,1
Calcutta Victoria Chat House,150,1, ,11am – 11pm (Mon-Sun),210,3.5,Jeevan Bhima Nagar,1,1,1,2,0,0
Calicut Durbar,500,2, ,11am – 11pm (Mon-Sun),55,3.9,Koramangala 7th Block,1,1,1, ,0,1
Calicut Restaurant,450,2, ,8am – 11pm (Mon-Sun),149,3.9,Yeshwantpur,1,1,1,1,0,1
California Burrito,300,3, ,11am – 12midnight (Mon-Sun),1196,4.1,Koramangala 5th Block,1,1,0,26,0,1
Call A Cake,500,1, ,24 Hours (Mon-Sun),34,3.5,BTM,1,1,1, ,0,1
Calorie Express,450,1, ,7am – 10pm (Mon-Sun),184,3.6,BTM,1,1,1, ,0,1
Calvin's,800,3, ,10am – 11:30pm (Mon-Sun),274,3.9,Whitefield,1,1,0,4,0,1
Canara Coffee Centre,300,1, ,6am – 9:30pm (Mon-Sun),26,3.7,Rajajinagar,1,1,0, ,0,1
Cane Crussh,100,1, ,10am – 10pm (Mon-Sun),14,3.6,Koramangala 6th Block,1,1,0, ,0,0
Cane-O-La,100,1, ,9:30am – 11pm (Mon-Sun),82,4.1,Jayanagar,1,1,0,1,0,1
Canopy,800,3, ,"12noon – 3pm, 7:30pm – 11pm (Mon-Sun)",106,3,MG Road,1,1,0, ,0,1
Canton,800,3, ,10am – 1am (Mon-Sun),187,3.5,Jayanagar,1,1,1, ,0,1
Caperberry,2200,5,4,"12:30pm – 3:30pm, 7:30pm – 11pm (Mon-Sun)",1360,4.6,UB City,1,1,1, ,0,1
Capparis Restaurant,1200,1,1,12noon – 11:30pm (Mon-Sun),8,3.4,Yelahanka,1,0,0, ,0,1
Caprese - Shangri-La Hotel,2800,2,1,"Closed (Mon),12noon – 3:30pm, 7pm – 11:30pm...",219,4.3,"Shangri-La Hotel, Vasanth Nagar",1,1,1, ,0,1
Capri Gastrobar,1200,3, ,12noon – 1am (Mon-Sun),211,4.3,St. Marks Road,2,1,1, ,0,1
Capsicum Family Restaurant,800,3,1,"12midnight – 2am, 11:30am – 12midnight (Mon-Sun)",221,3.8,BTM,1,1,1, ,0,1
Captain Cook Food Court,300,4, ,8am – 10:30pm (Mon-Sun),292,3.9,Rajarajeshwari Nagar,1,1,0, ,0,1
Car Bar,600,2, ,11:30am – 10pm (Mon-Sun),51,3.7,Jalahalli,1,1,0, ,0,1
Caramel - Vivanta by Taj,1000,2, ,"7am – 10pm (Mon),7am – 2am (Tue-Sun)",54,3.7,"Vivanta By Taj, Whitefield",1,1,0, ,0,1
Caraway Kitchen - Conrad Bengaluru,2800,4,1,6am – 11:30pm (Mon-Sun),89,4.1,"Conrad Bengaluru, Ulsoor",1,1,1, ,0,1
Cariocake,350,2, ,10am – 10pm (Mon-Sun),52,3.9,JP Nagar,1,1,0, ,0,1
Carlos Cake Cafe,300,2, ,9am – 10:30pm (Mon-Sun),77,3.8,Sarjapur Road,1,1,1,1,0,1
Carnival de Goa,1000,3,1,"12noon – 11pm (Mon, Tue, Wed, Thu, Sun), 12noon...",947,4.2,Ulsoor,2,1,1, ,0,0
Carrots,1100,4,1,"12:30pm – 3:30pm, 7pm – 10:30pm (Mon),Closed...",584,4.1,Koramangala 6th Block,1,1,1, ,0,1
Casa De Goa,1400,2,1,"Closed (Mon),11:30am – 11:30pm (Tue-Sun)",274,4.1,Kalyan Nagar,1,1,1, ,0,1
Casa Piccosa,1100,2, ,11am – 1am (Mon-Sun),814,4.1,JP Nagar,2,1,1, ,0,1
Cashmere Nites,600,1, ,12noon – 1am (Mon-Sun),71,3.7,"Eat Street, Koramangala 6th Block",1,1,1, ,0,1
Casino Hotel,500,3, ,11am – 11pm (Mon-Sun),297,3.7,New BEL Road,1,1,1, ,0,1
Castle Rock,700,2, ,"11:30am – 3:30pm, 6:30pm – 11pm (Mon-Sun)",171,3.6,Uttarahalli,1,1,1, ,0,1
Catch-up-ino,800,5, ,11am – 11pm (Mon-Sun),125,3.9,Banashankari, ,1,1, ,0,1
Cauvery Fast Food,150,2, ,12noon – 11:30pm (Mon-Sun),4,3.3,Ejipura,1,1,0, ,0,1
Cauvery Hyderabadi Biriyani,550,2, ,"11:30am – 4pm, 6:30pm – 11pm (Mon-Sun)",108,3.4,Rammurthy Nagar,1,1,0,2,0,1
Cave N Dine,800,3, ,"11am – 4pm, 6:30pm – 11:30pm (Mon-Sun)",387,3.1,Basaveshwara Nagar,2,1,1, ,0,0
Cedar Bar & Dive - Hotel Presidency,1200,4, ,11am – 12:30AM (Mon-Sun),47,3.8,Electronic City,1,1,1, ,0,1
Central Jail Restaurant,700,4,1,"11:30am – 3:30pm, 7pm – 10:30pm (Mon-Sun)",388,3.8,Jayanagar,1,1,1, ,0,1
CHAAI BEE,250,3, ,"8am – 10pm (Mon-Sat),Closed (Sun)",8,3.5,Koramangala 7th Block,2,0,0, ,0,1
Chaai Resto,200,3, ,8am – 11pm (Mon-Sun),86,4,HSR,1,1,1,6,0,1
Chaarcoal,1200,1,1,11am – 11pm (Mon-Sun),373,4,"Bangalore Central, Bellandur",1,1,1, ,0,1
Chaat Adda,200,1, ,2pm – 10pm (Mon-Sun),16,3.7,Jayanagar,1,1,0, ,0,1
Chaat Bazaar,300,1, ,10am – 10pm (Mon-Sun),33,3.7,"Forum Neighbourhood Mall, Whitefield",1,1,1, ,0,1
Chaat Junction,150,1, ,8am – 10pm (Mon-Sun),37,3.6,Bannerghatta Road,1,1,1, ,0,1
Chaat King,100,1, ,"12noon – 3:30pm, 5pm – 10:30pm (Mon-Sun)",10,3.5,"RR Vatika, Rajarajeshwari Nagar",1,1,0, ,0,1
Chaat Street,250,2, ,12noon – 11pm (Mon-Sun),178,4.1,"Varthur Main Road, Whitefield",1,1,1,4,1,1
Chaatimes,250,2,1,12noon – 10pm (Mon-Sun),102,3.9,Malleshwaram, ,1,1,8,0,1
CHAATter Box,250,3, ,7am – 11pm (Mon-Sun),8,3.4,Kumaraswamy Layout,1,1,1, ,0,1
Chackochi Mess,250,2, ,"7:30am – 11am, 12noon – 3:30pm, 6pm – 10pm...",5,3.3,Bommanahalli,1,1,0, ,0,1
Chai & Kadi,200,1, ,"9am – 9pm (Mon-Sat),4:30pm – 9pm (Sun)",27,3.8,Indiranagar, ,1,0, ,0,1
Chai Charcha & Change,550,3, ,11:30am – 10pm (Mon-Sun),218,4.1,Mysore Road,2,1,1, ,0,1
Chai Charcha & Change,550,3, ,11:30am – 10pm (Mon-Sun),218,4.1,Mysore Road,2,1,1, ,0,1
Chai Chowk,200,2, ,6:30am – 11:30pm (Mon-Sun),81,3.8,Koramangala 7th Block,1,1,0, ,0,1
Chai Chowpati,400,2, ,8am – 11pm (Mon-Sun),47,2.9,HSR,2,1,0, ,0,1
Chai Culture,150,1, ,7am – 10pm (Mon-Sun),5,3.3,Jayanagar,1,1,1, ,0,1
Chai Darbaar,250,3, ,7am – 11pm (Mon-Sun),9,3.5,Thippasandra,1,1,0, ,0,1
Chai Galli,450,3, ,7:30am – 10:30pm (Mon-Sun),451,4.4,Koramangala 5th Block, ,1,1,1,0,1
Chai Ki Tapri,250,1, ,"9am – 9pm (Mon-Fri),11am – 11pm (Sat-Sun)",14,3.6,MG Road,1,1,0, ,0,1
Chai Kraft,100,2, ,6am – 11pm (Mon-Sun),27,4.1,Jayanagar,1,1,1,1,0,1
Chai Makhani,100,2, ,"12midnight – 12:59AM, 7:30am – 12midnight (Mon-Sun)",10,3.5,Koramangala 5th Block,1,0,0, ,0,1
Chai Mane,150,2, ,8:30am – 9:30pm (Mon-Sun),7,3,Koramangala 5th Block,1,1,0,2,0,1
Chai Point,300,3, ,"6am – 9pm (Mon-Sat),2pm – 9pm (Sun)",261,3.9,MG Road, ,1,1,37,1,1
Chai World,300,4, ,6am – 10:30pm (Mon-Sun),12,3.5,Sarjapur Road,1,1,1, ,0,1
Chaimazic,200,6, ,(Mon-Sun),9,3.5,Kaggadasapura, ,0,0, ,0,1
Chaipatty,300,1, , ,1232,3.4,Indiranagar,1,1,0, ,0,1
Chairmen's Hotel,500,3, ,11am – 11pm (Mon-Sun),12,3.6,Kanakapura Road,1,1,0, ,0,0
Chaitanya Cafe,300,3, ,6:30am – 10:30pm (Mon-Sun),90,3.9,JP Nagar,1,1,1, ,1,1
Chaitanya Grand,300,3, ,6:30am – 10:30pm (Mon-Sun),8,3.6,Bannerghatta Road,1,1,0, ,0,1
Chaithanya Delicacy,550,3, ,7am – 10:30pm (Mon-Sun),51,3.7,Richmond Road,1,1,0, ,0,1
Chaithanya Veg,200,3, ,7am – 10pm (Mon-Sun),38,3.7,Indiranagar,1,1,0, ,0,1
Chaithanya Xpress,300,2, ,9am – 9:30pm (Mon-Sun),11,3.7,Indiranagar,2,1,0, ,0,1
Chaitra Restaurant,700,2, ,11am – 11pm (Mon-Sun),14,3.5,Kalyan Nagar,1,1,1, ,0,1
Chaiwala,100,1,1,8am – 10pm (Mon-Sun),42,2.7,Koramangala 1st Block,1,1,1, ,0,1
Chaiywaala Da Dhaba,250,2, ,10am – 10:30pm (Mon-Sun),61,3.9,New BEL Road,1,1,0,1,0,1
Chakh Le India,150,2, ,"11am – 4pm, 7pm – 11pm (Mon-Sun)",211,3.2,Brookefield,1,1,1,1,0,1
Chamarajpet Non Veg Restaurant,250,2, ,6:30am – 4:30pm (Mon-Sun),12,3.6,Basavanagudi,1,1,0, ,0,1
Chameleon Lounge Bar,1400,1, ,11am – 1am (Mon-Sun),114,4.2,"Comfort Inn Insys, Yeshwantpur",1,1,0, ,0,1
Chandni Chowk 2 Bangalore,400,2, ,12noon – 10:30pm (Mon-Sun),215,4.3,Jeevan Bhima Nagar,1,1,1, ,0,1
Chandra Cafe,150,2, ,8am – 10pm (Mon-Sun),41,2.9,Yelahanka,1,1,0, ,0,1
Chandrappa Hotel,450,2, ,"Closed (Mon),11am – 11pm (Tue-Sun)",215,4.2,Yeshwantpur,1,1,1, ,0,1
Chandrika Tiffins,200,2, ,8:30am – 10pm (Mon-Sun),64,3.8,Whitefield,1,1,1, ,1,1
Chandrima's Kitchen,300,2, ,"Closed (Mon),11am – 10pm (Tue-Sun)",35,3.7,JP Nagar,1,1,1, ,0,1
Chandus Delux,350,1, ,"Closed (Mon),11:30am – 4pm, 7pm – 11pm (Tue-Sun)",72,3.9,Malleshwaram,1,1,1, ,0,1
Chapati House,300,1, ,9am – 11:30pm (Mon-Sun),20,3.6,Ejipura,1,0,0, ,0,1
Chapter One Bar | Maiin,1000,4,1,11am – 12:30AM (Mon-Sun),791,4.2,New BEL Road,2,1,1, ,0,1
Charlee's Chicken,250,3, ,"Closed (Mon),12noon – 11pm (Tue-Sun)",23,3.6,Bannerghatta Road,1,1,1, ,0,1
Charminar Kabab Paradise,600,4, ,11am – 11pm (Mon-Sun),99,4,Frazer Town,1,1,1, ,0,1
Charu Ki Tapri,400,3, ,10am – 11pm (Mon-Sun),84,3.7,Jakkur,1,1,0, ,0,1
Chaska Bun,300,1, ,8am – 10pm (Mon-Sun),151,4.3,Koramangala 5th Block,1,1,1,1,0,1
Chat Wala,150,1, ,4pm – 10pm (Mon-Sun),23,3.7,Jayanagar,1,1,0, ,0,1
Chatar Patar,300,2, ,10am – 10pm (Mon-Sun),65,3.6,Banashankari,1,1,0, ,0,1
Chatorezz,250,2, ,10:30am – 10:30pm (Mon-Sun),23,3.6,Marathahalli,1,1,1, ,0,1
Chatori Chutney,300,1, ,7am – 10pm (Mon-Sun),33,3,Yelahanka,1,1,1, ,0,1
Chatori Gali,600,2, ,6am – 10:30pm (Mon-Sun),45,2.8,JP Nagar,1,1,0, ,0,1
Chatori Tongue,100,1, ,9am – 10pm (Mon-Sun),53,3.8,Sarjapur Road,1,1,1, ,0,1
Chatorr,400,2, ,9am – 10pm (Mon-Sun),75,2.8,Bellandur,1,1,1, ,0,1
Chatpata India,400,1, ,11am – 11pm (Mon-Sun),92,3.9,Whitefield,1,1,1, ,0,1
Chatpatlal Sweets & Snacks,200,5, ,"8am – 10:30pm (Mon-Fri),8am – 11pm (Sat-Sun)",306,4.2,Marathahalli,1,1,1, ,0,1
Chats Point,150,3, ,11am – 10pm (Mon-Sun),7,3.4,Basavanagudi,1,1,1, ,0,1
Chats Point,150,3, ,11am – 10pm (Mon-Sun),7,3.4,Basavanagudi,1,1,1, ,0,1
Chats Point,150,2, ,2:30pm – 9:30pm (Mon-Sun),7,3.4,Rammurthy Nagar,1,1,0, ,0,1
Chatter Platter,300,2, ,11am – 11pm (Mon-Sun),25,3.7,BTM,1,1,1, ,0,1
Chavadi,1200,4,2,12noon – 11pm (Mon-Sun),2099,4.3,Bannerghatta Road,2,1,1, ,0,1
Chawla's 2 Online.com,900,1, ,7pm – 4am (Mon-Sun),6,3.7,Koramangala 1st Block,1,1,1,13,0,1
Checkered Bar - MGM Mark,1300,3, ,11am – 11pm (Mon-Sun),19,3.6,MGM Mark Whitefield,1,1,0, ,0,1
Checkpost,400,8,1,7am – 11pm (Mon-Sun),846,3.9,JP Nagar,1,1,1, ,1,1
Cheesiano Pizza,700,4,1,11am – 11pm (Mon-Sun),153,4.2,JP Nagar,1,1,1, ,0,1
Cheesy Juicy Burgers,500,1, ,11:30am – 1am (Mon-Sun),53,3.9,Indiranagar,1,1,1, ,0,1
Chef All Nite,300,2, ,7pm – 4am (Mon-Sun),444,3.9,BTM,1,1,1, ,0,1
Chef Baker's,400,3, ,10am – 10:30pm (Mon-Sun),532,4,"Brookefields Mall, Brookefield",1,1,1,32,0,1
Chef Fast Food,300,3,1,24 Hours (Mon-Sun),24,3.4,Old Airport Road,1,1,1, ,0,0
Chef in,500,3, ,"12:30pm – 4:30pm, 6:30pm – 1am (Mon-Sun)",200,3.6,Brookefield,1,1,0, ,0,1
Chef Land,600,3, ,11am – 12midnight (Mon-Sun),20,3.8,Kammanahalli,1,1,0, ,0,1
Chef's Bank,700,2, ,7am – 11pm (Mon-Sun),19,3.3,Hotel Krishinton - Yeshwantpur,1,1,1, ,0,1
Chef's Cap Chinese Cuisine Restaurant,400,1, ,12noon – 10:30pm (Mon-Sun),18,3.8,Old Airport Road, ,1,1, ,0,1
Chefactory Gold by Flechazo,500,3, ,11am – 11pm (Mon-Sun),349,3.7,Whitefield,1,1,1, ,0,1
Chefeana,300,1, ,"10am – 3:30pm, 7pm – 10pm (Mon-Fri),9:30am –...",200,4,Bannerghatta Road,1,1,1, ,0,0
Cheffu N Stuffu,650,2, ,11am – 11pm (Mon-Sun),501,4.2,Rajarajeshwari Nagar,1,1,1, ,0,1
Chefie,400,4,1,"12midnight – 3am, 11am – 12midnight (Mon-Sun)",35,3.8,Koramangala 1st Block,1,1,1,4,0,1
Chefkraft,800,3, ,"11am – 10pm (Mon, Tue, Wed, Thu, Fri, Sun), 11am...",140,4.1,Indiranagar,1,1,0, ,0,1
Chefmaster,300,3, ,7:30am – 10pm (Mon-Sun),71,3.8,Jayanagar,1,1,1, ,0,1
Chellappa's,400,3, ,11:30am – 11:30pm (Mon-Sun),109,3.2,Kaggadasapura,1,1,1, ,1,1
Chels Cafe,500,2, ,11am – 11pm (Mon-Sun),16,3.2,Cunningham Road,1,1,1, ,0,1
Cheta's Kitchen,350,1, ,"Closed (Mon),8am – 9pm (Tue, Wed, Thu, Sat, Sun)...",75,3.9,Yelahanka,1,1,1, ,0,1
Chetai,500,3, ,7am – 11pm (Mon-Sun),18,3.7,Hennur,1,1,0, ,0,1
Chetty's Corner,150,2, ,"11:30am – 9:30pm (Mon-Fri),11:30am – 10pm (Sat-Sun)",53,3.8,Rajarajeshwari Nagar,1,1,1,13,0,1
Chez Mariannick,1000,3, ,"12:45pm – 4pm, 6:45pm – 10pm (Mon-Sat),12noon...",388,4,Whitefield,1,1,0, ,0,1
Chez Nous - Novotel,2500,3, ,24 Hours (Mon-Sun),124,4,"Novotel Bengaluru, Marathahalli",1,1,1, ,0,1
Chianti,1500,1,2,"12noon – 3:30pm, 6:30pm – 10:30pm...",4216,4.7,Indiranagar,1,1,1,4,1,1
Chic N Chops,300,1, ,"Closed (Mon),11:30am – 10pm (Tue-Sat),8am – 10pm...",45,3.7,Nagarbhavi,1,1,0, ,0,1
Chichaba's Taj,600,3, ,12noon – 11:30pm (Mon-Sun),171,4.1,Basaveshwara Nagar,1,1,1,6,0,1
Chick 'N' Cone,250,2, ,10:30pm – 11pm (Mon-Sun),28,3.7,Hebbal,1,1,1, ,0,1
Chick Blast,400,1, ,10am – 11:30pm (Mon-Sun),6,3.3,Electronic City,1,1,1, ,0,1
Chick Inn,450,1, ,"Closed (Mon),9am – 10pm (Tue-Sun)",92,3.7,Rajajinagar,1,1,1,1,0,1
Chicken County,650,2, ,11am – 11pm (Mon-Sun),56,3.6,Majestic,1,1,0,2,0,1
Chicken Hunt,350,2, ,11:30am – 10:30pm (Mon-Sun),77,3.5,Banashankari,2,1,1, ,1,1
Chicken Man,400,2, ,12noon – 10:30pm (Mon-Sun),70,3.9,JP Nagar,1,1,1,1,0,1
Chicken Park,400,2, ,"Closed (Mon),11am – 3:30pm, 5:30pm – 10:30pm...",29,3.6,Nagarbhavi,1,1,0, ,0,1
Chicken World,600,2, ,11am – 11pm (Mon-Sun),268,3.8,Jalahalli,1,1,1,1,0,1
Chikeys,400,2, ,11am – 12midnight (Mon-Sun),18,3,Electronic City,1,1,0, ,0,1
Chikkanna Tiffin Room,150,1, ,"7:30am – 12noon, 4:30pm – 10pm (Mon-Sun)",73,4.3,Seshadripuram,1,1,0,1,1,1
Chikpet Donne Biriyani House,300,1, ,11am – 11pm (Mon-Sun),14,3,Whitefield,1,1,1,1,0,1
Chikpet Donne Biryani House,350,1, ,"Closed (Mon),12noon – 4pm, 7pm – 10:30pm (Tue-Sun)",17,3.6,Yeshwantpur,1,1,0, ,0,1
Chili's American Grill & Bar,1400,5,2,"12noon – 11:30pm (Mon, Tue, Wed, Thu, Sun), 12noon...",4376,4.4,Indiranagar,2,1,1,3,0,1
Chill,800,3, ,11am – 11pm (Mon-Sun),41,3.8,Radha Hometel,1,1,0, ,0,1
Chill Out,150,2, ,10am – 11pm (Mon-Sun),8,3.4,Thippasandra, ,1,0, ,0,1
Chill-Um Cafe,600,3,1,10am – 12midnight (Mon-Sun),135,4.2,Koramangala 6th Block,1,1,0, ,0,1
Chilld Monk,250,2, ,10:30am – 11:30pm (Mon-Sun),7,3.4,BTM,1,1,1, ,0,1
Chiller's Nation - Iris Inn,1200,3, ,12noon – 12midnight (Mon-Sun),22,3.5,Iris Inn,1,1,0, ,0,1
Chilli Flakes,500,3, ,10am – 10pm (Mon-Sun),33,3.8,Banashankari,1,0,0, ,0,1
Chillies Restaurant,500,3, ,8am – 11pm (Mon-Sun),21,3.7,Majestic,1,1,0, ,0,1
Chillikum,350,1, ,11:30am – 11pm (Mon-Sun),38,3.6,Indiranagar,1,1,1, ,0,1
Chilly Filly,400,1, ,11am – 11pm (Mon-Sun),4,3.2,"Elements Mall, Nagawara",1,1,0, ,0,1
Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,1500,1,1,11am – 11:45pm (Mon-Sun),210,4.3,"Sheraton Grand Bengaluru, Whitefield",1,1,1, ,0,1
Chin lung Resto Bar,850,3,1,"11am – 12:30AM (Mon, Tue, Wed, Thu, Sun), 11am –...",338,3.9,Residency Road,2,1,0,1,0,0
China Bowl,1000,1,1,11:30am – 11pm (Mon-Sun),445,3.9,Koramangala 6th Block,1,1,1, ,0,1
China Garden,500,2,1,4pm – 12midnight (Mon-Sun),20,3.5,Electronic City,1,1,1, ,0,1
China Hut,500,1, ,12noon – 11pm (Mon-Sun),54,3.8,Frazer Town,1,1,0, ,0,1
China On My Plate,800,1, ,12noon – 10:30pm (Mon-Sun),16,3.1,Whitefield,1,1,1,1,0,1
China Pearl,1100,1,1,"12noon – 3:15pm, 7pm – 10:45pm (Mon-Sun)",1799,4.4,Koramangala 6th Block,1,1,1,1,0,1
Chination,600,1, ,"7:30pm – 12midnight, 12midnight – 3:30am (Mon-Sun)",7,3.8,Sarjapur Road,1,1,1,12,1,1
Chinese Chaska,550,3, ,"12noon – 3:30pm, 7pm – 12midnight (Mon-Sun)",109,3.1,Whitefield,1,1,1, ,0,1
Chinese Corner and Bengali Mess,300,2, ,9am – 11pm (Mon-Sun),21,3.7,Sanjay Nagar, ,1,1, ,0,1
Chinese Fire Dragon,550,3,1,"12noon – 3:30pm, 6:30pm – 10:30pm (Mon-Sun)",25,3.4,Domlur,1,1,1, ,0,1
Chinese Kitchen,150,1, ,11am – 11pm (Mon-Sun),24,3.6,Basavanagudi,1,1,1, ,0,1
Chinese Street,550,1, ,11:30am – 12midnight (Mon-Sun),59,3.2,Marathahalli,1,0,0,1,0,1
Ching's With A Twist,500,2, ,10:30am – 10:30pm (Mon-Sun),192,4.1,Hebbal, ,1,1,1,0,1
Chinita Real Mexican Food,1200,1,1,"12:30pm – 3:30pm, 7:30pm – 11pm (Mon-Sun)",2620,4.5,Indiranagar,1,1,1,1,1,1
Chinmayee's,450,2, ,"11am – 4pm, 7pm – 11pm (Mon-Sun)",77,2.9,Electronic City,1,1,1, ,0,0
Chitu's Kitchen,450,2, ,"12noon – 4pm, 6:30pm – 11pm (Mon-Sun)",10,3.5,Indiranagar,1,1,0, ,0,1
Chocoberry,400,3, ,"11am – 10pm (Mon-Fri),11am – 11pm (Sat-Sun)",49,3.1,Jayanagar,1,1,1, ,0,1
Chocolat Boulangerie Patisserie,400,7,1,12noon – 11pm (Mon-Sun),443,4.1,Koramangala 4th Block,1,1,0, ,0,1
Chocolate Junction,200,1, ,10am – 8pm (Mon-Sun),27,3.8,Ulsoor,1,1,0,1,0,1
Chocs Cafe,300,2, ,8:30am – 10pm (Mon-Sun),23,3.7,RT Nagar,1,1,1,1,0,1
Choi Choi Momos,250,3, ,11:30am – 11pm (Mon-Sun),25,3.8,Brigade Road, ,1,0, ,0,1
Chokha Chowka,250,2,1,11am – 11pm (Mon-Sun),306,4,BTM,1,0,0, ,0,1
ChopServe,200,3, ,11am – 11pm (Mon-Sun),6,3.5,HSR,1,0,0, ,0,1
Chopserve,300,1, ,7:30am – 10:30pm (Mon-Sun),18,3.7,Koramangala 1st Block,2,1,0, ,0,1
Chopstick Kitchen,600,2, ,"11am – 3:30pm, 6:30pm – 10:30pm (Mon-Sun)",69,3.3,Kaggadasapura,1,1,1, ,0,1
Chopstick World,750,2, ,11:30am – 11:30pm (Mon-Sun),166,3.9,Basaveshwara Nagar,1,1,0, ,0,1
Chow San,500,3, ,11am – 11pm (Mon-Sun),120,3,Bannerghatta Road,1,1,1, ,0,1
Chowmein,800,4, ,11am – 11pm (Mon-Sun),276,3.8,Basaveshwara Nagar,1,1,1, ,0,1
Chowmein,600,5,1,"11:30am – 3:30pm, 7pm – 11pm (Mon-Sun)",274,4,Seshadripuram,1,1,1, ,0,1
Chowpatty,300,3, ,8am – 12midnight (Mon-Sun),883,4,Indiranagar,1,1,1,1,0,1
Chubalas Curry And Rice,550,4, ,12noon – 11pm (Mon-Sun),206,4,Kammanahalli,1,1,1, ,0,1
Chugg,1500,4, ,12noon – 12midnight (Mon-Sun),720,3.9,Church Street,1,1,1, ,0,1
